13152.0,179.28,-2.7,-3.37,0.2201,0.06068001,4.2257,
13175.0,178.86,-5.32,-6.65,0.2632,0.112892,4.1061,
13199.0,178.7,-7.79,-9.78,0.2584,0.14888282,4.2784,
13223.0,178.78,-10.07,-12.74,0.268,0.19227453,4.2209,
13247.0,179.02,-12.12,-15.59,0.2345,0.23132706,4.2927,
13271.0,179.41,-13.94,-18.28,0.2201,0.25642434,4.2162,
13294.0,179.89,-15.5,-20.84,0.1771,0.2967219,4.3119,
13319.0,180.46,-16.85,-23.27,0.1531,0.32676977,4.1396,
13342.0,181.07,-17.97,-25.51,0.1101,0.3571628,4.2975,
13366.0,181.72,-18.97,-27.67,0.0814,0.3572366,4.1492,
13390.0,182.36,-19.85,-29.58,0.0574,0.403723,4.1539,
13414.0,183.01,-20.56,-31.43,0.0622,0.35942072,4.3693,
13437.0,183.66,-21.13,-33.09,0.0287,0.37458864,4.0008,
13461.0,184.29,-21.64,-34.71,0.0191,0.3561698,4.2257,
13486.0,184.9,-22.12,-36.11,-0.0144,0.39463282,4.0726,
13509.0,185.48,-22.52,-37.47,-0.0335,0.42828956,4.1348,
13533.0,186.04,-22.9,-38.64,-0.0622,0.45762065,4.2257,
13557.0,186.61,-23.19,-39.83,-0.0287,0.45769855,4.0056,
13581.0,187.15,-23.53,-40.89,-0.0191,0.46877876,4.2066,
13604.0,187.7,-23.86,-41.93,0.0191,0.46726087,3.9769,
13628.0,188.21,-24.14,-42.83,0.0526,0.4654148,4.13,
13652.0,188.75,-24.44,-43.77,0.1005,0.45371333,3.9242,
13676.0,189.25,-24.72,-44.57,0.1244,0.46997204,3.9721,
13700.0,189.76,-24.93,-45.38,0.1531,0.46163487,3.8812,
13724.0,190.26,-25.22,-46.12,0.2058,0.46323138,3.9099,
13748.0,190.77,-25.48,-46.88,0.2249,0.45365828,3.7998,
13771.0,191.28,-25.77,-47.59,0.2489,0.4527025,3.7567,
13796.0,191.81,-26.04,-48.3,0.2154,0.4288723,3.6514,
13819.0,192.34,-26.3,-48.96,0.2058,0.37966505,3.7567,
13843.0,192.85,-26.59,-49.47,0.2871,0.4320486,3.5174,
13867.0,193.39,-26.8,-50.17,0.268,0.3806038,3.5079,
13891.0,193.95,-27.06,-50.81,0.2345,0.33239347,3.3739,
13915.0,194.52,-27.26,-51.44,0.1484,0.10140412,3.8429,
13938.0,195.07,-27.48,-51.56,0.134,0.19932368,3.125,
13963.0,195.6,-27.62,-52.02,0.0431,0.15919136,3.5749,
13986.0,196.14,-27.66,-52.58,-0.0574,0.13121225,3.2351,
14010.0,196.66,-27.72,-53.0,-0.1244,0.13187104,3.3882,
14033.0,197.22,-27.81,-53.47,-0.201,0.12959397,3.192,
14058.0,197.76,-27.88,-53.81,-0.268,0.14189455,3.3547,
14082.0,198.29,-27.95,-54.12,-0.2824,0.110375114,3.5031,
14105.0,198.82,-27.98,-54.39,-0.2536,0.1370476,3.259,
14130.0,199.35,-28.07,-54.58,-0.1723,0.13712287,3.4983,
14153.0,199.89,-28.16,-54.78,-0.1101,0.14150064,3.3595,
14177.0,200.39,-28.22,-54.91,-0.0144,0.15501057,3.5366,
14200.0,200.94,-28.35,-55.09,0.0574,0.15902951,3.4265,
14225.0,201.44,-28.46,-55.19,0.1484,0.17413662,3.6323,
14248.0,201.95,-28.57,-55.35,0.1866,0.18581298,3.5701,
14272.0,202.48,-28.68,-55.49,0.2728,0.19202168,3.4792,
14297.0,203.0,-28.8,-55.57,0.3063,0.19760951,3.6467,
14320.0,203.53,-28.92,-55.72,0.3541,0.19736856,3.527,
14344.0,204.03,-28.98,-55.82,0.3254,0.2048117,3.6467,
14367.0,204.55,-29.07,-55.97,0.3254,0.21964052,3.5605,
14392.0,205.08,-29.14,-56.1,0.2967,0.23298645,3.6084,
14415.0,205.61,-29.21,-56.29,0.2393,0.24021778,3.5797,
14439.0,206.15,-29.26,-56.46,0.1962,0.24911597,3.5797,
14462.0,206.66,-29.28,-56.62,0.134,0.2662144,3.6562,
14487.0,207.2,-29.27,-56.8,0.0909,0.26725295,3.5844,
14511.0,207.73,-29.25,-56.97,0.0479,0.28636762,3.5414,
14534.0,208.26,-29.23,-57.12,0.0335,0.28491086,3.7184,
14559.0,208.82,-29.23,-57.32,-0.0144,0.28167975,3.6179,
14582.0,209.36,-29.21,-57.48,-0.0431,0.27782178,3.6467,
14606.0,210.02,-29.19,-57.92,-0.0526,-0.10707042,3.862,
14629.0,210.64,-29.17,-57.57,-0.0239,-0.17494337,3.6562,
14654.0,211.24,-29.16,-56.75,0.0048,-0.16998899,3.6897,
14678.0,211.9,-29.16,-55.94,0.0814,-0.01478008,2.9145,
14701.0,212.28,-29.03,-55.13,0.1101,0.18854795,4.2688,
14726.0,212.82,-28.95,-55.15,0.2058,0.14375322,4.2162,
14749.0,213.05,-28.9,-54.57,0.4451,0.40492794,4.6947,
14773.0,213.34,-28.99,-55.53,0.8853,0.62371516,4.2592,
14796.0,213.96,-28.67,-56.91,-0.7178,0.7115137,2.68,
14821.0,213.53,-28.89,-56.13,0.4786,1.3006823,5.0058,
14844.0,214.04,-28.86,-56.2,0.2919,0.95803404,5.001,
14868.0,214.19,-28.79,-56.08,0.134,1.1205506,5.2834,
14893.0,214.36,-28.61,-56.02,-0.268,0.9911656,7.0014,
14916.0,214.76,-28.49,-56.13,-0.0718,0.82303905,5.3551,
14940.0,215.28,-28.39,-56.78,-0.1244,-0.041334916,7.1593,
14964.0,215.87,-28.34,-57.05,0.0335,-0.4627414,5.1876,
14988.0,216.25,-28.23,-57.27,-0.0144,-0.3959872,4.8096,
